Item title,Item link,Transcription,Image link
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22352,"""Some Truths of things done which may be found
""to be so that he may wrap with them some per-
""nicious Lye, which cannot be Tryed to be true, but
""must rest upon his on testimony to ensnare the
""blood of the inocent. Thus Mr. Bernard resolved the
case above 60 years agoe, and truely in my
opinion like a wise and orthodox Divine.
Dr Cotta (as learned Physician) in his book about the
_Tryall of Witchcrafts showing the True and right
method of their discovery with a Confutation of
[crossed out: their] Erroneous wayes._ which booke he dedicates
to his Right Honourables Fr _Edward Cooke_ Lord
Cheif Justice of England. (f) He discourseth con-
cerning the _Exploration of Witches by a touch of the 
witch curing the Touched Bewitched_; and showeth
the fallibility and vainity of this way of Triall
tho he had soon persons bewitched imediately deli
vered from the present fitt or agony which way
upon them. but he takes it to be a Diabolicall mirer
""[illegible]. He argueth they (g) no man can doubt but that
""tho virtur wher with this touch way endued, is super=
""naturall. If it be so, how can man, unto whom no=
""this is simply possible, that is not naturall, be
""Justly reputed an agent therin? If he cant be esteem=
""ed in himself any possible or true agent then it
""Remains that he can [crossed out must] only be Interested therin as-
""an accessary in Consent, or as a servant unto [carot] a Su=
""periour pow'r. If that superiour power be the Divel, tho



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_43_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22353,"""the least reasonable doubt remaining, whether
""the Divel alone or with the consent and contrast
""of the suspected person hath produced that wonder=
""ful effect; with what Religion or Reason can any
""man incline rather to credit the Divels mouth=
""in the bewitched, then to pity the accused, and be=
""leive them against the subtilty of a deceitful
""divel? If the Divel by Divine Permission, may cause
""supernaturall concomitances &amp; Consequences to
""attend the natural actions of men without
""their Allowance, as is manefest in possessed per-
""sons, how is it reasonable and Just, that therin
""positions of the Divel should be Imputed unto
""any man? &amp; saith he / God forbid that the Divels
""signs and wonders [illegible] nay his Truths should
""become any Legall allegations or evidences in
""Sane. we may therfore account it unjust that
""the fore named miraculory Effect by the Divell
""wrought and Imputed by the bewitched, should be
""Esteemed an infallible mark against any man
""as therfore [crossed out word] convinced a Witch. for [carot] that the Divel and the
""bewitched have so decyphered him! [illegible] that learn=
ed man. But to the case in hand I have se=
verall things to offer.
It is possible that the persons [in Question may be
possessed with a Caco daemon. That bewitched per
sons are really many times possessed with Evil
Spirits is most certain. And as Mr _Perkins_ ob=
serves, no man can prove but that witchcraft might



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_44_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22354,"might be the Cause of those possessions we read of
in the Gospel, and [carot] those the Devils have been immitted
into the bodies of miserable Creatures by Magicians &amp;
witches, Histories &amp; Experienc doe abundantly testi=
fie. [crossed out word?] _Hierom_ (h) Relakes concerning a certain vir=
gin that a young man whose amours she despi=
sed, prevailed with a Magician to send an Evil Spir=
it into her by means wherof she was strangly
besotted. It is Reported of Simon Magus (i) that
after he had used an Hellish Laerafico to be re=
venged on some that had called him a great witch
he caused infernal spirits to Enservito them. Many
confessing Witches have acknowledged that they
were the cause of such &amp; such persons being possessed
by Evil angels as (k) _Thyre iy_ and Others have ob=
served. Now no credit it is to be given to what Demons
in such as are Obsessed, shall say Our Saviour by his
own unerring Example hath [crossed out word] taught us not
to receive the Divels Testimony in anything. The
Paists are Justly condemned for bringing Diaboli
call testimony to confirm the Principles of their
Religion. _Peter Cotton_ the Jesuite (l) Enquired of a 
Divel in a possessed person what was the Dearest
Scripture to prove purgatory. At the Time Fr. Lu
thur died, all the Possessed people in the _Motherlands_ wer
Quiet. The Divel in them said because Luthor had
been a great friend of theirs, &amp; they [carot] owed [crossed out word: ought] him
that respect as to goe as far as _Germany_  to his
funerall. Another time when ther was some talk of



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_45_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22355,"of some ministers of the reformed Religion, 
the Divels in the obsessed Laughed and said that they 
were not [added in above the line with a caret: at] all affraid of them for the _Calvinists_ 
and they were very good frinds. The Jesuites in= 
sult with those Testimonies, as if they were Divine 
Oracles. But the Father of Lyes is nev'r to be be=  
leived; Hee will utter twenty great truths to = 
make way for one Lye. Hee will accuse Twenty 
witches [illegible, appears to be J P] therby he can bring one Inōcent person
into trouble. Hee mixeth truth with Lyes, that 
so these truths giving Credit unto Lyes; men may

believe both and so be deceived.

Falling down by the Cast of the Eye proceeds not

from a naturall but an Arbitrary Cause. not 

from any poyson in the Eye of the Witch, but 
from the Agency of Some Daemon. The Opinion
of Fascination by the Eye is an old fable. and 
[illegible note in margin at the beginning of this line, looks like a date?] (saith Mr _Perkins_) as fond as (o) old _Seiny_ speaks 
of People that Killed folk by Looking on them, and
he adds that they had two Apples in Each Eye. _Tully_
writes that [scratched out word] men who had two Apples in one Eye 
alwayes did mischeif with their mere Lookes. So 
_Ovid_ - [word crossed out] _ pupula duplex fulminat_. And _Plutarch_(p) 
writes that some persons had such poyson in
their Eyes as that their friends and familiars
are fascinated therby. Nay he? Speakes of one 
that bewitched himseff Sick by Looking on his 
own face in a glass. Others write if a [word scratched out] fa=
scination by a mere [proLation? One letter appears to have been corrected] of words. and for



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_46_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22356,"for ought I know, ther may be as much Witchery in 
[note in margin: q) med. pract. Lib. 6. p. g. C. 1] the tongue as in the Eye. [Underlined: Senortus?] (q) [first letter scratched out: has] dicove 
red the Superstition of these fancies. Sight doth not
proceed from an Emission of Rayes from the Eye 
but by a reception of the visible species. And If it be 
(as Philosophers) conclude an Immanent Action 
and not an Emission of Optick Spirits, so that sight 
as such doth receive something from the Object, &amp;
not act upon it, the notion of Fascination by the 
Eye is unphilosophicall. It is true that [sore?] Eyes 
will affect those that Look upon them; [the following latin phrase underlined:] Dumspect fant Oculi[letter scratched out at the end of the word, possibly an 'o' or 'p'] [leesos leeduntrir &amp; ipsi?]. for which a 
naturall reason is easie to be assigned; But if witches Eyes are thus infected with a naturall 
contagion; Whence is it that only bewitched persons

are hurt therby? If the vulgar Errour of the [Underlined:]Basilisks Killing with the Look of his poysonfull Eye 

were a Truth, whatever person the serpent cast
his Eyes upon would be poysoned. So if Witches = 
had a Physicall venome in their Eyes others be- 
side fascinated [personated?] persons would be sen= sible therof.
[In margin: 9] As to that which concerns bewitched persons 
being recovered out of their agonies by atouch 
of the Suspected party, it is various and falli 
ble. For some time the Afflicted person is made 
sick (instead of being made whole) by the touch 
of the accused. Sometimes the power of the Ima=
gination is such, as that a touch of a person inocent



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_47_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22357,"[reference in margin: r) [Sen Triall? p. 40.43.45]
inocent person and not accused shall have 
the Same Effect. It is related in the account of the Tri=
alls of witches at [Underlined: Bury in Suffolke [seen?] (r) during 
the time of the triall ther were Severall Experim'ts 
made with the persons afflicted by bringing the ac=
cused to touch them, and it was observed that by the 
[Least?] touch of one of the supposed witches they that 
were in their fits, to all mens apprehension depri

ved of all sense and understanding, would sud=

dainly shreik out and open their hands. Mr Sergeant 
Kooling did not think that sufficient to covict 
the prisoners. For admitting that the Children 
were in truth bewitched, yet (said he) it can not be 
applied to the prisoners, upon the Imaginations only 
of the Afflicted parties: for if that might be al:
lowed no person whatsoev'r can be in Safety, for 
perhaps they might fancie another person who 
might be altogether inocent in such matters.
To avoid this Scruple it was desired privately by
the Judge, that some Gentlemen ther in Court would
attend  one of the distempered persons in the fur=
ther part of the Hall, whiles she was in her fitts,
and ther to send for one of the witches, to try what
would happen and they did accordingly. One of
them was conveyed from the Barre, and brought to
the afflicted Maid; they put an apron before
her Eyes and then another person (not the witch) touch=
ed her, which produced the Same Effect as the touch
of the witch did in the Court. Ther upon the=



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_48_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22358,"[Margin note: (S) in Demons p. illegible Mr Brim?= illegible his illegible of Ap=paritions p. 136] Gentlemen returned much unsatisfied. (s) _Bodin_
relates that a Witch who was Tryed at _[Naunty?]_
was Commanded by the Judge to touch a bewitched
person a thing often practised by the Judges of
_Germany_ in the Imperiall [crossed out word] _chamber_: The witch
was Extremely unwilling, but being Compelled
by the Judges she Cryed out. I am undone: and as
soon as ever she touched the afflicted person the
witch fell down dead and the other recovered.
That Horrid Witch of _Salisbury, Ann Bodenham_
[margin note: t) See the printed relation p. 30.31.] t) who had been servant to the notorious Conjurer [Der?]-
_Lamb_, could not bear the sight of one that was
bewitched by her. As soon as ever shee saw the
Afflicted person she ran about shreiking crying
and roaring after a hideous manner that the Di=
vel would tear her in peices if that person came
[neer?} her, and while the witch was in such Torment
the bewitched was at ease. By these things wee
see that the Lawes and Customes of the Kingdome
of Darkness are not alwayes and in all pla=
ces alike. And tis good for men to concern themselves
with them as little as may bee. I think ther is
[Margin note: u) [ubi supra?] p. 121] weight in Dr _Cottas'_ (u) argument viz that the
gift of healing the sick and possessed, was aspeci=
all grace and fav'r of God, for the confirmation of the



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_49_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22359,"the truth of the Gospel: but that such a gift--
should be annexed to the Touch of [crossed out word] wicked witches
as an infallible Sign of their guilt is not easie to
be beleived. It is a thing ever known that if a per=
son possessed by an Evil Spirit is (as often it so happen)
never so outragious whiles a good man is praying
with and for the Afflicted, let him lay his hand on
them and the Evil Spirit is Quiet. I hope this is no
Evidence of any Covenant or voluntary Commu[=]
nion between the good man that is praying and the
Evil Spirit. No more doth that Case before us Evince
any such Thing.
4. Ther are that question the Lawfullness of the Expe=
riment. For if this healing power in the witch is
not a Divine but a Diabolicall gift it may be
dangerous to meddle too much with it. If the=
witch may be ordered to touch the Afflicted persons
in order to their healing or recovery out of a Sick
fitt, why may not the deseased person be ordered
to touch the witch for the same Cause? &amp; if [scratched out letter] touch
him why not to scratch [scratched out word] him and to fetch blood
out of him which is but an harder kind of touch?
But as for this Mr _Perkins_ doubts not to call it
a _practice of witchcraft_. It is not safe to med=
dle with any of the Divels Sacraments, or institu
tions



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_50_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22360,"tions. for my own part I Should be loth to say to 
aman that I know [caret: or thought] was a witch, doe you look on 
such a person and see if you can witch him in-
to a Fitt; &amp; ther is Such an afflicted person doe you
take him by his hand see if you can witch him
well again. If it is by virtue of Some Contract
with the Divel; that the witches have pow'r to doe 
Such things it is hard to conceive how they can be bid
to doe them, without being to much concernd
in this Hellish Covenant. I take it to bee (as I have
[Margin note: [(w?)] illegible- illegible illegible- illegible p. 207] elsewhere expressed [(v)?] a Solid principle which 
the learned  _[Levierky?]_insists on viz [underlined: they that force
another to doe thus which he Cannot possibly doe but by virtue of a Compact with the Divel, have 
themselves Implicitely Communion with the Dia
bolicall Covenant.] The Divel is pleased and ho-
noured when any of his Institutions are made 
use of. This way of discovering witches is no 
better than putting the urin of the afflicted in
to [insert: a] bottle that so the Witch may be tormented
and discovered: the vanity and superstition of
which practice I have formerly [shewed?] &amp; testified
against. There was a Conjurer; his name was=
[Margin note: x) See Mr Burton's Hist. Demons, p. 136, &amp; Mr. [Roberts?] var. of the Witches in Suffolk. [note to the printed copy.]}
[underlined: Edward Drake] (x) who taught aman to use that ex=
periment for the releif of his afflicted Daughter
[crossed out: Afflicted] who found benefit ther by. But we ought
not



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_51_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22361,"41
not to practice witchcraft, to discover witches.
Nor may we make use of a white Healing
witch (as they call them) to find out a black and a bloo-
dy one. &amp; how did men come to know that witches
would be discovered in Such wayes as those which
have been mentioned? If Satan himself was the
first discoverer (as there is reason to believe) the ex-
periment must needs have deceit in it. See Dr.
Willet on Ex. 7 vers. 9.
5. If the testimony of a Bewitched or Possessed person
is of validity as to what they see done to themselves
then it is so as to Others whom they see afflicted no
less than themselves. But what they affirm con-
erning others is not to be taken for Evidence. When &amp;
had they this Supernaturall Sight? It must needs
be either from Heaven or from Hell. If from Hea-
ven let their testimony be received. But if they
have their Knowledge from Hell tho possibly ther may
be truth in what they affirm, they are not Loyall
Witnesses. For the Law of God allows of no Re^velation
from any other Spirit but himself; [crossed out]
Isa.8.19 It is a Sin against God to make use
of the Divels help to know that which Cannot be Other-
wise known &amp; I testifie against it as a great
Transgression that may justly provoke the Holy one
of Israel to Lett Loose Divels on the whole Land. &amp;uk.



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_52_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22362,"42
Luke 4.30. See in Bernards Guide to Juries in
Cases of Witchcraft p. 136. 134. 135. Altho^ the
Divels accusation may be so far regarded as to 
cause an Enquiry into the truth of things, Job. 1. 11&amp;12
&amp; 1.5, b. yet not so as to be [crossed out] Evidence ^or ground of
Conviction. The Persons concerning whom the Question is
so things thren [?] Diabolicall Mediums, on which ac-
count their Evidence is not meer Humane Testimo
ny, and If in any part Diabolicall, it is not to be
owned as Authentick, for the Divels testimony ought
not to be received neither in whole nor in part.
6 Let them that say this is an Infallible proof produce
any word out of the Law of God to prove such an
assertion. The word of God instructs Juries and
Judges to proceed upon Cleer [?] Humane Testi
mony. Num. 35.90 But the word gives us nowhere
intimation, that everyone is a witch at whose
Looke the bewitched person shall fall into fitts.
Nor yet that any other means should be used for the dis-
covering of witches, then what may be used for find
ing out of murderers, ^secret Adulterers, or Other Criminally.
Wee proceed now to the Third Case proposed to consi
deration. If the things which have been mentioned
are not infallible proofs of
guilt in the accused party. It is the Queried
whether



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_53_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22363,"Whether ther are any discoveries 
of this crime which Jurors and 
Judges may with a safe conscience 
proceed upon, to the conviction and 
condemnation of the persons under 
suspicion. Set mee here premise two
things 1 the Evidence in this crime ought
be as Cleer as in any Other Crime of a Capital
nature. The word of God doth nowher intimate
that a less clear Evidence or that ferver or other
witnesses may may be taken as sufficient to con
vict a man of sorcery ^or witchcraft which would not be
enoughto convict him were he charged with a-
nother Evil worthy of Death. Numb. 35. 30. If wee
may not take the oath of a distracted person or 
of a Possessed person in case of murder [illegible]
[lony?] of any sort. Then neither may we doe it in case of
witchcraft. 2 Let me premise this also that ther
have been wayes of trying Witches Long used
in many Nations Especially in the dark times of
Pagancy and Popery which the righteous God ne-
ver approved of: but which (as Judicious Mr. Per-
kins expresseth it in plain English) were [intend?]-
ed by the Divel that so inocent persons might
be Condemned and Some notorious Witches E=
=scape



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_54_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22364,"scape. Yea many superstitious and magicall
Experiments have been used to try witches
by: Of this sort is the sceatching the witch; the _
[Soothing?] the urine of the bewitched person, or 
making a Witch [cake?] of that [crossed out - that] urine. [crossed out - illegible]
[line scratched out - illegible]
[line scratched out - illegible] and that of stick =
ing [?] [scratched out - illegible] [illegible] under the seat of the Suspected [crossed out]
party, yea and
[scratched out]
a putting their hands with scalding water
to see if it will not hurt them
partial line: these things
partial line: against it. Ss! Gf has been rejected long
agoe by Christian Nations as a thing Superstitious &amp; Diabolical.
In Italy &amp; in Spain it is wholly Dissuto (u) &amp; m ye Low Country of them
France where ye Judges are men of Learning. In some parts
of Germany, old Paganish Customs are observed more then in
other Countries, [Nemerthelosso?], all ye (f) Academies throughout Germ[a?]
ny have dissapproved of this way of Purgation.
[illegible]. The Devill is [illegible]. All superstition is for him. And where
[crossed out word] seaket things or Latent Crimes are discovered by Super-
stitious practices, some Compact &amp; Command with ye Devill
is ye cause of it, as Austin (c) hath truly Intimated. For if a witch
cannot be drowned; this must proceed [illegible]. Some Natural Cause, w ch
it doth not; for it is against Nature for humane.



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_55_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22365,"may not take the oath of a distracted person 
of a Possessed person in case of murder
-leny of any sort. Then neither may we doe it
witchcraft. 2 Let me premise this also 
have been wayes of trying Witches Long
in many Nations Especially in the dark [illegible]
Paganty and Popery which the righteous
ver approved of: but which (as Judicious
kins expresseth it in plain English) wer
ed by the Divel that so inocent persons [illegible]
be Condemned and Some notorious [Witch
-Sca[illegible]



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_56_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22366,"45
That way of discovering witches by tying their hands
&amp; feet &amp; casting them on ye water to try whether
they will Sinke or Swim; I did publiquely bare my
Testimony against this Superstition in a Booke printed
at Boston Eight yeares Past. I heare of Late some
amongst us have bin playing with this diaboliall Inven-
tion. It is to be Lamented, that in such a Land of uprightnesse
as New-England once was, a practce which Protestant Writers
generally Condemn as Sinfull, &amp; which ye more Sober and
Learnedmen amongst Papists themselves have not only
judged unlawfull, but (to Expresse it in their owne Termes)
to be no lesse than a Mortall Sin, Should be Ever heard of
Were it not that ye Coming of Christ to judge
the Earth Draweth neer, I should think if such practices
are an unhappy Omen, if ye Devill &amp; Pagans will get these
Darke Territories into their Possession againe. But if
I may not be thought to have no Reason for my Calling ye
Impleaded Experiement into Question, I have these things
further to alledge against it. 1st. It has bin rejected Long
agoe by Christian Nations as a thing Superstitious &amp; Diabolicall.
In Italy &amp; in Spain it is wholly Dissusd ^(a) &amp; in ye Low Countryes &amp; in
ffrance where ye Judges are men of Learning. In Some parts
of Germany, old Paganish Customes are observed more then in
other Countries Neverthelesse, all ye ^(b) Academies throughout Germa
ny have disapproved of this way of Purgation.
2ly. The Devill is in it. All Superstition is for him. And where
^secret things or Latent Crimes are discovered by Super-
stitious practices, Some Compact &amp; Comunio with ye Devill
is ye Cause of it,  as Austin ^(c) hath truly Intimated. ffor if a Witch
can not be drowned; this must proceed then from Some Natural Cause, w^ch
it doth not; for it is against Nature for humane
[Margin notes:]
(a) Delrio
disquis. Magic
p. 642
(b) Malderus
de Magia^
Cap. 10 Dub:11
(c) De Doctr.
Christian: L2.
Cap. 20. 22.



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_57_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22367,"46
bodyes, when hands &amp; feet are tyed, not to Sinke under ye
water. Besides, they yt plead for this Superstition, Say, yt if Witches
happen to be Condemned for Some other Crime &amp; not for witchcraft,
they will not Swim Like a Corke above water, which Sheweth
that ye Cause of this Natation is not Physical And if not
then Either it must proceed from a divine miracle, but no
man can thinke yt Heaven will worke a miracle to Save
a Witche from drowneing, or Lastly it must be a Diabolicall
wonder. This Superstitious Experiment is Comonly knowne by
the Natmes of ye Vulgar Probation, because it was never
appointed by any Lawful Authority, but by ye Suggestion of the
Devill taken up by ye rude Rabble. And Some (e) Learned Men
are of Opinion, yt ye first Explorator ^being a white witch did Explicitly Covenant w^th
ye Devill that he should discover Latent Crimes in this way.
And yt is i by vertue of yt first Contract yt ye Devill goeth to
works to keep his servants fro Sinkeing. W^n ye Ceremony of his
ordaining is used. Moreover, we know, ye Diaboliss est Deisimia, ye Devill
seeks to imitate divine miracles. We read in Ecclesiastical History, yt
some of ye Martyrs, w^n they were by their Persecutors ordered to be
drowned proved imersible. This miracle would ye Devill imitate
in causeing witches who are his Martyrs not to Sinke, w^n they are
cast into ye water. 3. This way of Purgation is of ye same Nature
w^th ye old Ordeals of ye Pagans. If men were accused w^th any Crime,
to cleare their Innocency they were to take a hot iron into their hands
or to Suffer Scalding water to be poured downe their throats, &amp; if they
received no hurt thereby, They were acquitted. This was ye Devills In-
vention, &amp; many times (as ye Devill would have it) they yt Sub-
mitted to these Tryalls Suffered no Inconvience. Neverthelesse
it is astonishing to thinke [] Innocent blood hath bin shed
in ye world by this Satanicall device Witches have
often (as (e) Sprenger observes) desird yt they might stand of fall by
this Tryall of hot Iron &amp; have somtimes Come of well. Inderd this
Ordeal was used in other Cases &amp; not in Cases of witchcraft
only
[Margin notes:]
(theta) Delrio,
of Matior. 9
(e) In Malleo
Malificaru
p. 421



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_58_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22368,"only. And so was this [underlined: vulgar probation] by Casting 
into ye water practised upon persons accused [insert: (f)] with other 
crimes as well as yt of witchcraft. How it came to be
now restrained to yt of witchcraft. I can not tell. it is as
Supernatural for a body whose hands &amp; feet are tyed to Swim
above ye water, as it is for their hands not to feel a red hot Iron.
If ye one of these ordeals is lawfull to be used, so is ye other too. 
But as for ye fiery ordeal it is rejected &amp; Exploded out of ye world.
For ye same reason yn this Tryall by water should be So.
4. It is a tempting of God, wn men put ye innocency of their
Fellow creatures upon such tryals. To desire ye Almighty to shew
a miracle to clear ye innocent, or to convict ye guilty is a
presumptuous tempting of him. Was it not a miracle when 
Peter was kept from Sinking under ye water by ye Om=
nipotency of Christ. As for Satan, wee know yt his Ambition
is to make his Servants believe, that his Power is equal to God's
&amp; yt therfore Hee can preserve wn he pleaseth.  I have read
of (g) certain Magicians who were seen walking on ye
water.  If yn Guilty persons shall float on ye waters,
Either it is ye Devil that causeth them So to do (as no Doubt it is)
And wt have men to do to set ye Devill on worke. or else it is a 
divine miracle Like yt of Peter's not Sinkeing, or yt of the Iron yt
swam at ye word of Elisha.  And shall men try whether God wil worke
a miracle to make a discovery? If a crime can not be found out 
but by Miracles, it is not for any Judge on Earth to Usurp the
Judgement which is reserved the Divine Throne.  5th This Pre-
tended gift of Immersibility attending Witches is a most
fallible deceitfull thing; for many a Witch hath Sanke
under the water.  Godelmannus (h) giveth an account of six Notorious
&amp; cleerly convicted witches; yt wn they were brought to this [underscored:Vulgar
Probation] sanke under ye water like other persons.
[underscored: Althusius] affirmes ye like concerning others. In ye Bohemian
History it is related yt [underscored: Vratislaus] the King of [underscored: Bohemia] Extirpated
witches out of his Kingdom, som of which were delivered
to ye Ax, others of them to ye fire, and others of
them he caused to be drowned.  If witches are



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_59_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22369,"48.
imersible, how came they to dy by drowneing in _Bohemia_? besides
it hath been knowne yt persons who have floated on ye water, wn the
hangman has made ye Experiment on ym have sunk downe like a stone wn
others have made ye Tryall. The Reasons Comonly alledged for ye superstition
are of no moment. It is said they hate ye water, wn as they have many
times desird yt they might be cast on ye water in order to their Purgation.
It is alledged yt water is used in Baptisme, therfore Witches Swim; A
weake phansy. All ye water in ye world is not Consecrated water.
But (say some) ye Devills by sucking of them makes ym so light yt ye
water bares them. Whereas some witches are twice as heavy as many
an innocent pson. Wel, but yn they are possest by ye Devill, suppose
so, Is ye Devill afraid if they sinke, he should be drownd wth them,
but why yn were ye Gaderens hogs drowned, wn ye Devill was in them.
These things being premised, I Answer ye Question Affirmatively
_There are proofs for ye Conviction of Witches, wch jurors may
wth a safe Conscience proceed upon so as to bring them inGuilty_
The scripture wch saith, _Thou shalt not suffer a Witch to Live_
clearly implyes yt some in ye world may be knowne and
proved to be witches. For untill they be so they may &amp; must
be suffered to Live. Moreover, wee find in ye Scripture, yt
some have bin convicted &amp; Executed for Witches. For _Saul
cut of those yt had familiar spirits &amp; ye Wizards out of ye Land._
[Sam. 28:9] It may be wondered at, yt Saul who did like
him yt said, _Flectere Si nequeo Superos, Acheronta Movebo_,
should cause ye wizzards in ye Land to be put to death
The Jewish Rabbies say, ye Reason was because those Wizzards fortold
if David should be King. It is (as Mr _Gaul_ (k) observes) ye opinion of
some Learned Protestants yt Saul in his zeal did overdo; And
yt under ye (L) Pretext of Witches he slew ye Gibeonites, for wch
yt Judgment followed 2: Samel. 21:1. Neither (saith Mr _Gaul_)
_want we ye storied Examples of Gods judgments upon
those, yt defamed, persecuted, &amp; executed them for
witches, that indeed were none &amp; But we have yt Scripture

[Margin note:  (k) in his Tales about Witchcraft p: 281. (L) So [letter n over letter D?] Will at Con=jectures on 2. Sam.&#160;:1.]



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_60_o3.jpg
Cases of conscience concerning witchcrafts,http://publications.newberry.org/transcribe/scripto/transcribe/42/22370,"ye Scripture, ye example of a better man yn Saul,  
encourage us to make enquiry after wizzards &amp; witches in 
order to their Conviction &amp; Execution.  This did ye rarest king 
yt ever lived caused to be done, int. Josiah 2,.K.23:24.  [underlined: The 
[underlined: workers wth familiar spirits &amp; {y'e} wizzards {y't} were spied]
[underlined: in {y'e} land of Judah, did Josiah put away if he might]
[underlined: perform {y'e} words of {y'e} law].  It seems there were some
[y't] sought to hide those workers of Iniquity, but [y't] incomparable 
King [underlined: spied] them out, &amp; did rid [y'e] land &amp; [y'e] world of them.  
But [y'n y'e] enquiry is [underlined: What is sufficient proof]?  
This case hath bin [w'th] great Judgment answered by seve=
rall Divines of our owne; particularly by Mr. [underlined: Perkins], &amp; 
Mr. [underlined: Bernard].  Also Mr. [underlined: Jne. Gaule] a worthy minister of 
[underlined: Staughton] in [y'e] County of [underlined: Huntington], has published a 
very judicious discourse, called [underlined: Select Cases of Conscience] 
[underlined: touching witches &amp; witchcrafts], printed at London A.D. 
1646. wherein he doth [w'th] great prudence &amp; Evidence
of Scripture = right hand to this &amp; other cases such jurors 
as can obtain those books I would advise them to read 
&amp; seriously as in yt feare of God to consider them.  
And so far as they keep to [y'e] Law &amp; to [y'e] Testimony 
&amp; speake according to [y'e] word, receive the Light which is 
in them.  But the books being now not easy to be obtained, let 
mee express my concurrence with them in these two particulars.  
[underlined: That a free &amp; Voluntary confessed of Confessed of {y'e} Crime made by {y'e} 
party suspected &amp; accused after Examination is a sufficient 
ground of Conviction].  Indeed is persons are distracted 
or under [y'e] Power of phrenetic Melancholy [y't] abhors [y'e]
Case; but [y'e] Jurors [y't] Examin, &amp; their Neighbours yt know them 
may easily determin that Case, or if Confessions be (m) extorted
if evidence is not so cleer &amp; Convictive. But if any person out 
of Remorse of Conscience or from a touch of God on their Spirit 
confesse and show their Deeds, as the converted
[Margin note:(m) [illegible]  - monomania Lib:4:]



",http://publications.newberry.org/transcribe/files/imports/case_ms_b_8884_558_61_o3.jpg
